Equation, Degree, Coefficients, Number of points, Epsilon, Connected components
47*u**2 + 45*v**3 - 4*w**3 + 3,3,96.0,250,0.3,124
47*u**2 + 45*v**3 - 4*w**3 + 3,3,96.0,250,0.25,123
47*u**2 + 45*v**3 - 4*w**3 + 3,3,96.0,250,0.2,137
47*u**2 + 45*v**3 - 4*w**3 + 3,3,96.0,250,0.15,133
47*u**2 + 45*v**3 - 4*w**3 + 3,3,96.0,500,0.3,217
47*u**2 + 45*v**3 - 4*w**3 + 3,3,96.0,500,0.25,204
47*u**2 + 45*v**3 - 4*w**3 + 3,3,96.0,500,0.2,207
47*u**2 + 45*v**3 - 4*w**3 + 3,3,96.0,500,0.15,252
47*u**2 + 45*v**3 - 4*w**3 + 3,3,96.0,500,0.1,309
47*u**2 + 45*v**3 - 4*w**3 + 3,3,96.0,750,0.3,270
47*u**2 + 45*v**3 - 4*w**3 + 3,3,96.0,750,0.25,297
47*u**2 + 45*v**3 - 4*w**3 + 3,3,96.0,750,0.2,322
47*u**2 + 45*v**3 - 4*w**3 + 3,3,96.0,750,0.15,368
47*u**2 + 45*v**3 - 4*w**3 + 3,3,96.0,1000,0.3,330
47*u**2 + 45*v**3 - 4*w**3 + 3,3,96.0,1000,0.2,421
47*u**2 + 45*v**3 - 4*w**3 + 3,3,96.0,1000,0.15,426
47*u**2 + 45*v**3 - 4*w**3 + 3,3,96.0,1000,0.1,551
-46*u**3 - 8*v**2 - 4*w**3 + 4,3,58.0,250,0.3,40
-46*u**3 - 8*v**2 - 4*w**3 + 4,3,58.0,250,0.25,39
-46*u**3 - 8*v**2 - 4*w**3 + 4,3,58.0,250,0.15,66
-46*u**3 - 8*v**2 - 4*w**3 + 4,3,58.0,250,0.1,106
-46*u**3 - 8*v**2 - 4*w**3 + 4,3,58.0,500,0.3,51
-46*u**3 - 8*v**2 - 4*w**3 + 4,3,58.0,500,0.25,58
-46*u**3 - 8*v**2 - 4*w**3 + 4,3,58.0,500,0.2,60
-46*u**3 - 8*v**2 - 4*w**3 + 4,3,58.0,500,0.15,101
-46*u**3 - 8*v**2 - 4*w**3 + 4,3,58.0,500,0.1,136
-46*u**3 - 8*v**2 - 4*w**3 + 4,3,58.0,750,0.3,90
-46*u**3 - 8*v**2 - 4*w**3 + 4,3,58.0,750,0.2,101
-46*u**3 - 8*v**2 - 4*w**3 + 4,3,58.0,750,0.15,113
-46*u**3 - 8*v**2 - 4*w**3 + 4,3,58.0,1000,0.25,118
-46*u**3 - 8*v**2 - 4*w**3 + 4,3,58.0,1000,0.1,182
30*u**3 - 19*v**2 - 2*w**2 - 1,3,51.0,250,0.3,87
30*u**3 - 19*v**2 - 2*w**2 - 1,3,51.0,250,0.25,100
30*u**3 - 19*v**2 - 2*w**2 - 1,3,51.0,250,0.2,117
30*u**3 - 19*v**2 - 2*w**2 - 1,3,51.0,250,0.1,157
30*u**3 - 19*v**2 - 2*w**2 - 1,3,51.0,500,0.3,170
30*u**3 - 19*v**2 - 2*w**2 - 1,3,51.0,500,0.25,198
30*u**3 - 19*v**2 - 2*w**2 - 1,3,51.0,500,0.2,199
30*u**3 - 19*v**2 - 2*w**2 - 1,3,51.0,500,0.1,252
30*u**3 - 19*v**2 - 2*w**2 - 1,3,51.0,750,0.3,244
30*u**3 - 19*v**2 - 2*w**2 - 1,3,51.0,750,0.25,258
30*u**3 - 19*v**2 - 2*w**2 - 1,3,51.0,750,0.15,319
30*u**3 - 19*v**2 - 2*w**2 - 1,3,51.0,1000,0.3,319
30*u**3 - 19*v**2 - 2*w**2 - 1,3,51.0,1000,0.25,346
30*u**3 - 19*v**2 - 2*w**2 - 1,3,51.0,1000,0.2,333
30*u**3 - 19*v**2 - 2*w**2 - 1,3,51.0,1000,0.15,390
-8*u**2 + 8*v**2 - 27*w**3 - 3,3,43.0,250,0.3,62
-8*u**2 + 8*v**2 - 27*w**3 - 3,3,43.0,250,0.25,60
-8*u**2 + 8*v**2 - 27*w**3 - 3,3,43.0,250,0.2,79
-8*u**2 + 8*v**2 - 27*w**3 - 3,3,43.0,250,0.15,107
-8*u**2 + 8*v**2 - 27*w**3 - 3,3,43.0,250,0.1,109
-8*u**2 + 8*v**2 - 27*w**3 - 3,3,43.0,500,0.3,104
-8*u**2 + 8*v**2 - 27*w**3 - 3,3,43.0,500,0.2,134
-8*u**2 + 8*v**2 - 27*w**3 - 3,3,43.0,500,0.15,146
-8*u**2 + 8*v**2 - 27*w**3 - 3,3,43.0,500,0.1,205
-8*u**2 + 8*v**2 - 27*w**3 - 3,3,43.0,750,0.2,179
-8*u**2 + 8*v**2 - 27*w**3 - 3,3,43.0,750,0.15,210
-8*u**2 + 8*v**2 - 27*w**3 - 3,3,43.0,750,0.1,232
-8*u**2 + 8*v**2 - 27*w**3 - 3,3,43.0,1000,0.3,170
-8*u**2 + 8*v**2 - 27*w**3 - 3,3,43.0,1000,0.25,193
-8*u**2 + 8*v**2 - 27*w**3 - 3,3,43.0,1000,0.2,239
-8*u**2 + 8*v**2 - 27*w**3 - 3,3,43.0,1000,0.15,242
39*u**2 - 37*v**2 - 45*w**3 + 3,3,121.0,250,0.25,86
39*u**2 - 37*v**2 - 45*w**3 + 3,3,121.0,250,0.2,94
39*u**2 - 37*v**2 - 45*w**3 + 3,3,121.0,250,0.15,95
39*u**2 - 37*v**2 - 45*w**3 + 3,3,121.0,250,0.1,107
39*u**2 - 37*v**2 - 45*w**3 + 3,3,121.0,500,0.25,161
39*u**2 - 37*v**2 - 45*w**3 + 3,3,121.0,500,0.2,164
39*u**2 - 37*v**2 - 45*w**3 + 3,3,121.0,750,0.3,193
39*u**2 - 37*v**2 - 45*w**3 + 3,3,121.0,750,0.25,216
39*u**2 - 37*v**2 - 45*w**3 + 3,3,121.0,750,0.15,253
39*u**2 - 37*v**2 - 45*w**3 + 3,3,121.0,750,0.1,302
5*u**3 + 31*v**2 - 42*w**2 + 5,3,78.0,250,0.3,101
5*u**3 + 31*v**2 - 42*w**2 + 5,3,78.0,250,0.25,108
5*u**3 + 31*v**2 - 42*w**2 + 5,3,78.0,250,0.2,104
5*u**3 + 31*v**2 - 42*w**2 + 5,3,78.0,250,0.15,123
5*u**3 + 31*v**2 - 42*w**2 + 5,3,78.0,250,0.1,143
5*u**3 + 31*v**2 - 42*w**2 + 5,3,78.0,500,0.3,186
5*u**3 + 31*v**2 - 42*w**2 + 5,3,78.0,500,0.25,204
5*u**3 + 31*v**2 - 42*w**2 + 5,3,78.0,500,0.2,210
5*u**3 + 31*v**2 - 42*w**2 + 5,3,78.0,750,0.3,274
5*u**3 + 31*v**2 - 42*w**2 + 5,3,78.0,750,0.25,289
5*u**3 + 31*v**2 - 42*w**2 + 5,3,78.0,750,0.2,300
5*u**3 + 31*v**2 - 42*w**2 + 5,3,78.0,750,0.15,316
5*u**3 + 31*v**2 - 42*w**2 + 5,3,78.0,750,0.1,378
5*u**3 + 31*v**2 - 42*w**2 + 5,3,78.0,1000,0.3,341
5*u**3 + 31*v**2 - 42*w**2 + 5,3,78.0,1000,0.25,355
5*u**3 + 31*v**2 - 42*w**2 + 5,3,78.0,1000,0.1,436
-14*u**3 - 15*v**2 + 5*w**3 + 2,3,34.0,250,0.3,57
-14*u**3 - 15*v**2 + 5*w**3 + 2,3,34.0,250,0.25,56
-14*u**3 - 15*v**2 + 5*w**3 + 2,3,34.0,250,0.2,64
-14*u**3 - 15*v**2 + 5*w**3 + 2,3,34.0,250,0.15,64
-14*u**3 - 15*v**2 + 5*w**3 + 2,3,34.0,250,0.1,96
-14*u**3 - 15*v**2 + 5*w**3 + 2,3,34.0,500,0.25,96
45*u**2 + 34*v**3 - 49*w**3 + 4,3,128.0,250,0.3,84
45*u**2 + 34*v**3 - 49*w**3 + 4,3,128.0,250,0.25,76
45*u**2 + 34*v**3 - 49*w**3 + 4,3,128.0,250,0.2,103
45*u**2 + 34*v**3 - 49*w**3 + 4,3,128.0,250,0.15,108
45*u**2 + 34*v**3 - 49*w**3 + 4,3,128.0,250,0.1,152
45*u**2 + 34*v**3 - 49*w**3 + 4,3,128.0,500,0.3,138
45*u**2 + 34*v**3 - 49*w**3 + 4,3,128.0,500,0.25,149
45*u**2 + 34*v**3 - 49*w**3 + 4,3,128.0,500,0.2,169
45*u**2 + 34*v**3 - 49*w**3 + 4,3,128.0,500,0.15,197
45*u**2 + 34*v**3 - 49*w**3 + 4,3,128.0,500,0.1,240
45*u**2 + 34*v**3 - 49*w**3 + 4,3,128.0,750,0.3,180
45*u**2 + 34*v**3 - 49*w**3 + 4,3,128.0,750,0.25,200
45*u**2 + 34*v**3 - 49*w**3 + 4,3,128.0,750,0.2,206
45*u**2 + 34*v**3 - 49*w**3 + 4,3,128.0,750,0.15,258
45*u**2 + 34*v**3 - 49*w**3 + 4,3,128.0,750,0.1,339
45*u**2 + 34*v**3 - 49*w**3 + 4,3,128.0,1000,0.25,236
45*u**2 + 34*v**3 - 49*w**3 + 4,3,128.0,1000,0.2,271
45*u**2 + 34*v**3 - 49*w**3 + 4,3,128.0,1000,0.15,338
45*u**2 + 34*v**3 - 49*w**3 + 4,3,128.0,1000,0.1,407
-21*u**2 - 10*v**3 - 25*w**2 - 1,3,56.0,250,0.3,171
-21*u**2 - 10*v**3 - 25*w**2 - 1,3,56.0,250,0.25,188
-21*u**2 - 10*v**3 - 25*w**2 - 1,3,56.0,250,0.2,193
-21*u**2 - 10*v**3 - 25*w**2 - 1,3,56.0,250,0.15,204
-21*u**2 - 10*v**3 - 25*w**2 - 1,3,56.0,250,0.1,235
-21*u**2 - 10*v**3 - 25*w**2 - 1,3,56.0,500,0.3,308
-21*u**2 - 10*v**3 - 25*w**2 - 1,3,56.0,500,0.25,342
-21*u**2 - 10*v**3 - 25*w**2 - 1,3,56.0,500,0.2,369
-21*u**2 - 10*v**3 - 25*w**2 - 1,3,56.0,500,0.15,390
-21*u**2 - 10*v**3 - 25*w**2 - 1,3,56.0,500,0.1,407
-21*u**2 - 10*v**3 - 25*w**2 - 1,3,56.0,750,0.3,415
-21*u**2 - 10*v**3 - 25*w**2 - 1,3,56.0,750,0.25,434
-21*u**2 - 10*v**3 - 25*w**2 - 1,3,56.0,750,0.2,501
-21*u**2 - 10*v**3 - 25*w**2 - 1,3,56.0,750,0.15,557
-21*u**2 - 10*v**3 - 25*w**2 - 1,3,56.0,750,0.1,593
-21*u**2 - 10*v**3 - 25*w**2 - 1,3,56.0,1000,0.3,523
-21*u**2 - 10*v**3 - 25*w**2 - 1,3,56.0,1000,0.25,599
-21*u**2 - 10*v**3 - 25*w**2 - 1,3,56.0,1000,0.2,641
-21*u**2 - 10*v**3 - 25*w**2 - 1,3,56.0,1000,0.15,711
-21*u**2 - 10*v**3 - 25*w**2 - 1,3,56.0,1000,0.1,782
-13*u**3 + 20*v**2 - 30*w**3 - 1,3,63.0,250,0.3,43
50*u**2 - 13*v**3 - 10*w**3 - 2,3,73.0,250,0.25,63
50*u**2 - 13*v**3 - 10*w**3 - 2,3,73.0,250,0.2,70
50*u**2 - 13*v**3 - 10*w**3 - 2,3,73.0,250,0.15,81
50*u**2 - 13*v**3 - 10*w**3 - 2,3,73.0,250,0.1,88
50*u**2 - 13*v**3 - 10*w**3 - 2,3,73.0,500,0.25,124
50*u**2 - 13*v**3 - 10*w**3 - 2,3,73.0,500,0.15,139
50*u**2 - 13*v**3 - 10*w**3 - 2,3,73.0,750,0.25,178
50*u**2 - 13*v**3 - 10*w**3 - 2,3,73.0,1000,0.2,238
50*u**2 - 13*v**3 - 10*w**3 - 2,3,73.0,1000,0.15,263
13*u**2 + 27*v**2 + 17*w**3 + 5,3,57.0,250,0.3,127
13*u**2 + 27*v**2 + 17*w**3 + 5,3,57.0,250,0.25,154
13*u**2 + 27*v**2 + 17*w**3 + 5,3,57.0,250,0.2,167
13*u**2 + 27*v**2 + 17*w**3 + 5,3,57.0,250,0.15,191
13*u**2 + 27*v**2 + 17*w**3 + 5,3,57.0,250,0.1,210
13*u**2 + 27*v**2 + 17*w**3 + 5,3,57.0,500,0.3,258
13*u**2 + 27*v**2 + 17*w**3 + 5,3,57.0,500,0.25,291
13*u**2 + 27*v**2 + 17*w**3 + 5,3,57.0,500,0.2,302
13*u**2 + 27*v**2 + 17*w**3 + 5,3,57.0,500,0.15,337
13*u**2 + 27*v**2 + 17*w**3 + 5,3,57.0,500,0.1,372
13*u**2 + 27*v**2 + 17*w**3 + 5,3,57.0,750,0.25,376
13*u**2 + 27*v**2 + 17*w**3 + 5,3,57.0,750,0.2,431
13*u**2 + 27*v**2 + 17*w**3 + 5,3,57.0,750,0.15,474
13*u**2 + 27*v**2 + 17*w**3 + 5,3,57.0,750,0.1,517
13*u**2 + 27*v**2 + 17*w**3 + 5,3,57.0,1000,0.3,416
13*u**2 + 27*v**2 + 17*w**3 + 5,3,57.0,1000,0.25,498
13*u**2 + 27*v**2 + 17*w**3 + 5,3,57.0,1000,0.2,512
13*u**2 + 27*v**2 + 17*w**3 + 5,3,57.0,1000,0.15,583
13*u**2 + 27*v**2 + 17*w**3 + 5,3,57.0,1000,0.1,685
18*u**2 - 46*v**3 - 23*w**2 - 5,3,87.0,250,0.3,77
18*u**2 - 46*v**3 - 23*w**2 - 5,3,87.0,250,0.25,76
18*u**2 - 46*v**3 - 23*w**2 - 5,3,87.0,250,0.2,87
18*u**2 - 46*v**3 - 23*w**2 - 5,3,87.0,250,0.15,100
18*u**2 - 46*v**3 - 23*w**2 - 5,3,87.0,500,0.3,120
18*u**2 - 46*v**3 - 23*w**2 - 5,3,87.0,500,0.25,129
18*u**2 - 46*v**3 - 23*w**2 - 5,3,87.0,500,0.2,154
18*u**2 - 46*v**3 - 23*w**2 - 5,3,87.0,500,0.15,165
18*u**2 - 46*v**3 - 23*w**2 - 5,3,87.0,500,0.1,208
18*u**2 - 46*v**3 - 23*w**2 - 5,3,87.0,750,0.3,175
18*u**2 - 46*v**3 - 23*w**2 - 5,3,87.0,750,0.25,185
18*u**2 - 46*v**3 - 23*w**2 - 5,3,87.0,750,0.15,223
18*u**2 - 46*v**3 - 23*w**2 - 5,3,87.0,750,0.1,276
18*u**2 - 46*v**3 - 23*w**2 - 5,3,87.0,1000,0.3,216
18*u**2 - 46*v**3 - 23*w**2 - 5,3,87.0,1000,0.25,263
18*u**2 - 46*v**3 - 23*w**2 - 5,3,87.0,1000,0.1,339
-45*u**2 - 6*v**3 - 30*w**2 - 4,3,81.0,250,0.3,206
-45*u**2 - 6*v**3 - 30*w**2 - 4,3,81.0,250,0.25,226
-45*u**2 - 6*v**3 - 30*w**2 - 4,3,81.0,250,0.2,235
-45*u**2 - 6*v**3 - 30*w**2 - 4,3,81.0,250,0.15,239
-45*u**2 - 6*v**3 - 30*w**2 - 4,3,81.0,250,0.1,238
-45*u**2 - 6*v**3 - 30*w**2 - 4,3,81.0,500,0.3,388
-45*u**2 - 6*v**3 - 30*w**2 - 4,3,81.0,500,0.25,416
-45*u**2 - 6*v**3 - 30*w**2 - 4,3,81.0,500,0.15,442
-45*u**2 - 6*v**3 - 30*w**2 - 4,3,81.0,500,0.1,473
-45*u**2 - 6*v**3 - 30*w**2 - 4,3,81.0,750,0.3,576
-45*u**2 - 6*v**3 - 30*w**2 - 4,3,81.0,750,0.25,599
-45*u**2 - 6*v**3 - 30*w**2 - 4,3,81.0,750,0.2,629
-45*u**2 - 6*v**3 - 30*w**2 - 4,3,81.0,750,0.15,655
-45*u**2 - 6*v**3 - 30*w**2 - 4,3,81.0,750,0.1,707
-45*u**2 - 6*v**3 - 30*w**2 - 4,3,81.0,1000,0.3,729
-45*u**2 - 6*v**3 - 30*w**2 - 4,3,81.0,1000,0.25,777
-45*u**2 - 6*v**3 - 30*w**2 - 4,3,81.0,1000,0.2,798
-45*u**2 - 6*v**3 - 30*w**2 - 4,3,81.0,1000,0.15,864
-45*u**2 - 6*v**3 - 30*w**2 - 4,3,81.0,1000,0.1,912
40*u**2 + 49*v**2 + 24*w**2 - 2,2,113.0,250,0.3,1
40*u**2 + 49*v**2 + 24*w**2 - 2,2,113.0,250,0.25,1
40*u**2 + 49*v**2 + 24*w**2 - 2,2,113.0,250,0.2,1
40*u**2 + 49*v**2 + 24*w**2 - 2,2,113.0,250,0.15,1
40*u**2 + 49*v**2 + 24*w**2 - 2,2,113.0,250,0.1,1
40*u**2 + 49*v**2 + 24*w**2 - 2,2,113.0,500,0.3,1
40*u**2 + 49*v**2 + 24*w**2 - 2,2,113.0,500,0.25,1
40*u**2 + 49*v**2 + 24*w**2 - 2,2,113.0,500,0.2,1
40*u**2 + 49*v**2 + 24*w**2 - 2,2,113.0,500,0.15,1
40*u**2 + 49*v**2 + 24*w**2 - 2,2,113.0,500,0.1,1
40*u**2 + 49*v**2 + 24*w**2 - 2,2,113.0,750,0.3,1
40*u**2 + 49*v**2 + 24*w**2 - 2,2,113.0,750,0.25,1
40*u**2 + 49*v**2 + 24*w**2 - 2,2,113.0,750,0.2,1
40*u**2 + 49*v**2 + 24*w**2 - 2,2,113.0,750,0.15,1
40*u**2 + 49*v**2 + 24*w**2 - 2,2,113.0,750,0.1,1
40*u**2 + 49*v**2 + 24*w**2 - 2,2,113.0,1000,0.3,1
40*u**2 + 49*v**2 + 24*w**2 - 2,2,113.0,1000,0.25,1
40*u**2 + 49*v**2 + 24*w**2 - 2,2,113.0,1000,0.2,1
40*u**2 + 49*v**2 + 24*w**2 - 2,2,113.0,1000,0.15,1
40*u**2 + 49*v**2 + 24*w**2 - 2,2,113.0,1000,0.1,1
-4*u**3 + 46*v**3 - 10*w**2 - 2,3,60.0,250,0.3,56
-4*u**3 + 46*v**3 - 10*w**2 - 2,3,60.0,250,0.25,64
-4*u**3 + 46*v**3 - 10*w**2 - 2,3,60.0,250,0.2,82
-4*u**3 + 46*v**3 - 10*w**2 - 2,3,60.0,250,0.15,102
-4*u**3 + 46*v**3 - 10*w**2 - 2,3,60.0,250,0.1,135
-4*u**3 + 46*v**3 - 10*w**2 - 2,3,60.0,500,0.3,116
-4*u**3 + 46*v**3 - 10*w**2 - 2,3,60.0,500,0.25,115
-4*u**3 + 46*v**3 - 10*w**2 - 2,3,60.0,500,0.2,132
-4*u**3 + 46*v**3 - 10*w**2 - 2,3,60.0,500,0.15,148
-4*u**3 + 46*v**3 - 10*w**2 - 2,3,60.0,500,0.1,177
-4*u**3 + 46*v**3 - 10*w**2 - 2,3,60.0,750,0.3,140
-4*u**3 + 46*v**3 - 10*w**2 - 2,3,60.0,750,0.25,157
-4*u**3 + 46*v**3 - 10*w**2 - 2,3,60.0,750,0.2,161
-4*u**3 + 46*v**3 - 10*w**2 - 2,3,60.0,750,0.15,216
-4*u**3 + 46*v**3 - 10*w**2 - 2,3,60.0,750,0.1,244
-4*u**3 + 46*v**3 - 10*w**2 - 2,3,60.0,1000,0.3,167
-4*u**3 + 46*v**3 - 10*w**2 - 2,3,60.0,1000,0.25,197
-4*u**3 + 46*v**3 - 10*w**2 - 2,3,60.0,1000,0.2,215
-4*u**3 + 46*v**3 - 10*w**2 - 2,3,60.0,1000,0.15,259
-4*u**3 + 46*v**3 - 10*w**2 - 2,3,60.0,1000,0.1,310
4*u**3 + 30*v**2 - 40*w**2 + 2,3,74.0,250,0.3,99
4*u**3 + 30*v**2 - 40*w**2 + 2,3,74.0,250,0.25,105
4*u**3 + 30*v**2 - 40*w**2 + 2,3,74.0,250,0.2,114
4*u**3 + 30*v**2 - 40*w**2 + 2,3,74.0,250,0.15,104
4*u**3 + 30*v**2 - 40*w**2 + 2,3,74.0,250,0.1,144
4*u**3 + 30*v**2 - 40*w**2 + 2,3,74.0,500,0.3,181
4*u**3 + 30*v**2 - 40*w**2 + 2,3,74.0,500,0.25,184
4*u**3 + 30*v**2 - 40*w**2 + 2,3,74.0,500,0.2,209
4*u**3 + 30*v**2 - 40*w**2 + 2,3,74.0,750,0.2,296
4*u**3 + 30*v**2 - 40*w**2 + 2,3,74.0,750,0.15,327
4*u**3 + 30*v**2 - 40*w**2 + 2,3,74.0,750,0.1,326
4*u**3 + 30*v**2 - 40*w**2 + 2,3,74.0,1000,0.2,361
4*u**3 + 30*v**2 - 40*w**2 + 2,3,74.0,1000,0.1,454
-50*u**2 - 34*v**3 + 20*w**2 - 1,3,104.0,250,0.3,78
-50*u**2 - 34*v**3 + 20*w**2 - 1,3,104.0,250,0.2,105
-50*u**2 - 34*v**3 + 20*w**2 - 1,3,104.0,250,0.1,146
-50*u**2 - 34*v**3 + 20*w**2 - 1,3,104.0,500,0.1,258
-50*u**2 - 34*v**3 + 20*w**2 - 1,3,104.0,750,0.15,304
-50*u**2 - 34*v**3 + 20*w**2 - 1,3,104.0,750,0.1,343
46*u**3 + 10*v**2 + 3*w**3 + 2,3,59.0,250,0.3,73
46*u**3 + 10*v**2 + 3*w**3 + 2,3,59.0,250,0.25,73
46*u**3 + 10*v**2 + 3*w**3 + 2,3,59.0,250,0.2,79
46*u**3 + 10*v**2 + 3*w**3 + 2,3,59.0,250,0.15,102
46*u**3 + 10*v**2 + 3*w**3 + 2,3,59.0,250,0.1,121
46*u**3 + 10*v**2 + 3*w**3 + 2,3,59.0,500,0.3,124
46*u**3 + 10*v**2 + 3*w**3 + 2,3,59.0,500,0.25,116
46*u**3 + 10*v**2 + 3*w**3 + 2,3,59.0,500,0.2,128
46*u**3 + 10*v**2 + 3*w**3 + 2,3,59.0,500,0.15,154
46*u**3 + 10*v**2 + 3*w**3 + 2,3,59.0,750,0.3,153
46*u**3 + 10*v**2 + 3*w**3 + 2,3,59.0,750,0.25,186
46*u**3 + 10*v**2 + 3*w**3 + 2,3,59.0,750,0.2,186
46*u**3 + 10*v**2 + 3*w**3 + 2,3,59.0,750,0.15,212
46*u**3 + 10*v**2 + 3*w**3 + 2,3,59.0,750,0.1,259
46*u**3 + 10*v**2 + 3*w**3 + 2,3,59.0,1000,0.3,195
46*u**3 + 10*v**2 + 3*w**3 + 2,3,59.0,1000,0.25,176
46*u**3 + 10*v**2 + 3*w**3 + 2,3,59.0,1000,0.2,219
46*u**3 + 10*v**2 + 3*w**3 + 2,3,59.0,1000,0.15,255
46*u**3 + 10*v**2 + 3*w**3 + 2,3,59.0,1000,0.1,310
-9*u**3 - 2*v**3 + 24*w**2 - 3,3,35.0,250,0.3,67
-9*u**3 - 2*v**3 + 24*w**2 - 3,3,35.0,250,0.2,75
-9*u**3 - 2*v**3 + 24*w**2 - 3,3,35.0,250,0.15,97
-9*u**3 - 2*v**3 + 24*w**2 - 3,3,35.0,500,0.3,128
-9*u**3 - 2*v**3 + 24*w**2 - 3,3,35.0,500,0.2,116
-9*u**3 - 2*v**3 + 24*w**2 - 3,3,35.0,500,0.15,142
-9*u**3 - 2*v**3 + 24*w**2 - 3,3,35.0,500,0.1,170
-9*u**3 - 2*v**3 + 24*w**2 - 3,3,35.0,750,0.3,149
-9*u**3 - 2*v**3 + 24*w**2 - 3,3,35.0,750,0.25,176
-9*u**3 - 2*v**3 + 24*w**2 - 3,3,35.0,750,0.1,239
-9*u**3 - 2*v**3 + 24*w**2 - 3,3,35.0,1000,0.2,236
-9*u**3 - 2*v**3 + 24*w**2 - 3,3,35.0,1000,0.15,255
-19*u**3 - 24*v**3 - 33*w**3 + 3,3,76.0,250,0.3,16
-19*u**3 - 24*v**3 - 33*w**3 + 3,3,76.0,250,0.25,11
-19*u**3 - 24*v**3 - 33*w**3 + 3,3,76.0,250,0.2,19
-19*u**3 - 24*v**3 - 33*w**3 + 3,3,76.0,250,0.15,24
-19*u**3 - 24*v**3 - 33*w**3 + 3,3,76.0,250,0.1,50
-19*u**3 - 24*v**3 - 33*w**3 + 3,3,76.0,500,0.3,11
-19*u**3 - 24*v**3 - 33*w**3 + 3,3,76.0,500,0.25,28
-19*u**3 - 24*v**3 - 33*w**3 + 3,3,76.0,500,0.2,26
-19*u**3 - 24*v**3 - 33*w**3 + 3,3,76.0,500,0.15,31
-19*u**3 - 24*v**3 - 33*w**3 + 3,3,76.0,500,0.1,62
-19*u**3 - 24*v**3 - 33*w**3 + 3,3,76.0,750,0.3,17
-19*u**3 - 24*v**3 - 33*w**3 + 3,3,76.0,750,0.25,17
-19*u**3 - 24*v**3 - 33*w**3 + 3,3,76.0,750,0.2,17
-19*u**3 - 24*v**3 - 33*w**3 + 3,3,76.0,750,0.15,29
-19*u**3 - 24*v**3 - 33*w**3 + 3,3,76.0,750,0.1,60
-19*u**3 - 24*v**3 - 33*w**3 + 3,3,76.0,1000,0.3,23
-19*u**3 - 24*v**3 - 33*w**3 + 3,3,76.0,1000,0.25,28
-19*u**3 - 24*v**3 - 33*w**3 + 3,3,76.0,1000,0.2,33
-19*u**3 - 24*v**3 - 33*w**3 + 3,3,76.0,1000,0.15,40
-19*u**3 - 24*v**3 - 33*w**3 + 3,3,76.0,1000,0.1,76
35*u**2 - 38*v**3 + 24*w**3 - 2,3,97.0,250,0.3,46
35*u**2 - 38*v**3 + 24*w**3 - 2,3,97.0,250,0.25,50
35*u**2 - 38*v**3 + 24*w**3 - 2,3,97.0,250,0.2,55
35*u**2 - 38*v**3 + 24*w**3 - 2,3,97.0,250,0.15,57
35*u**2 - 38*v**3 + 24*w**3 - 2,3,97.0,250,0.1,64
35*u**2 - 38*v**3 + 24*w**3 - 2,3,97.0,750,0.25,115
-27*u**2 + 15*v**3 + 50*w**2 + 2,3,92.0,250,0.3,103
-27*u**2 + 15*v**3 + 50*w**2 + 2,3,92.0,250,0.15,117
-27*u**2 + 15*v**3 + 50*w**2 + 2,3,92.0,250,0.1,144
-27*u**2 + 15*v**3 + 50*w**2 + 2,3,92.0,500,0.3,201
-27*u**2 + 15*v**3 + 50*w**2 + 2,3,92.0,500,0.2,200
-27*u**2 + 15*v**3 + 50*w**2 + 2,3,92.0,500,0.1,265
-27*u**2 + 15*v**3 + 50*w**2 + 2,3,92.0,750,0.2,319
-27*u**2 + 15*v**3 + 50*w**2 + 2,3,92.0,750,0.15,319
-27*u**2 + 15*v**3 + 50*w**2 + 2,3,92.0,1000,0.3,350
-27*u**2 + 15*v**3 + 50*w**2 + 2,3,92.0,1000,0.25,344
-27*u**2 + 15*v**3 + 50*w**2 + 2,3,92.0,1000,0.2,419
-27*u**2 + 15*v**3 + 50*w**2 + 2,3,92.0,1000,0.15,407
-38*u**3 - 36*v**3 + 23*w**2 - 5,3,97.0,250,0.3,38
-38*u**3 - 36*v**3 + 23*w**2 - 5,3,97.0,250,0.25,43
-38*u**3 - 36*v**3 + 23*w**2 - 5,3,97.0,250,0.2,50
-38*u**3 - 36*v**3 + 23*w**2 - 5,3,97.0,500,0.3,69
-38*u**3 - 36*v**3 + 23*w**2 - 5,3,97.0,500,0.25,78
-38*u**3 - 36*v**3 + 23*w**2 - 5,3,97.0,500,0.1,114
-38*u**3 - 36*v**3 + 23*w**2 - 5,3,97.0,750,0.3,86
-38*u**3 - 36*v**3 + 23*w**2 - 5,3,97.0,750,0.25,103
-38*u**3 - 36*v**3 + 23*w**2 - 5,3,97.0,750,0.1,142
-38*u**3 - 36*v**3 + 23*w**2 - 5,3,97.0,1000,0.3,109
-38*u**3 - 36*v**3 + 23*w**2 - 5,3,97.0,1000,0.2,153
-16*u**3 - 12*v**3 - 27*w**2 - 1,3,55.0,250,0.3,95
-16*u**3 - 12*v**3 - 27*w**2 - 1,3,55.0,250,0.25,101
-16*u**3 - 12*v**3 - 27*w**2 - 1,3,55.0,250,0.2,122
-16*u**3 - 12*v**3 - 27*w**2 - 1,3,55.0,250,0.15,140
-16*u**3 - 12*v**3 - 27*w**2 - 1,3,55.0,250,0.1,154
-16*u**3 - 12*v**3 - 27*w**2 - 1,3,55.0,500,0.3,159
-16*u**3 - 12*v**3 - 27*w**2 - 1,3,55.0,500,0.25,210
