Equation, Degree, Coefficients, Number of points, Epsilon, Connected components
-12*u**3 - 9*v**3 + 5,3,21.0,750,0.1,10
-12*u**3 - 9*v**3 + 5,3,21.0,1000,0.3,3
-12*u**3 - 9*v**3 + 5,3,21.0,1000,0.25,5
-12*u**3 - 9*v**3 + 5,3,21.0,1000,0.2,4
-12*u**3 - 9*v**3 + 5,3,21.0,1000,0.15,5
-12*u**3 - 9*v**3 + 5,3,21.0,1000,0.1,10
1521*u**6 - 3276*u**3*v**2 - 1872*u**3*w**3 + 234*u**3 + 1764*v**4 + 2016*v**2*w**3 - 252*v**2 + 576*w**6 - 144*w**3 + 9,6,11655.0,250,0.3,3
1521*u**6 - 3276*u**3*v**2 - 1872*u**3*w**3 + 234*u**3 + 1764*v**4 + 2016*v**2*w**3 - 252*v**2 + 576*w**6 - 144*w**3 + 9,6,11655.0,250,0.25,1
1521*u**6 - 3276*u**3*v**2 - 1872*u**3*w**3 + 234*u**3 + 1764*v**4 + 2016*v**2*w**3 - 252*v**2 + 576*w**6 - 144*w**3 + 9,6,11655.0,250,0.2,2
1521*u**6 - 3276*u**3*v**2 - 1872*u**3*w**3 + 234*u**3 + 1764*v**4 + 2016*v**2*w**3 - 252*v**2 + 576*w**6 - 144*w**3 + 9,6,11655.0,250,0.15,1
1521*u**6 - 3276*u**3*v**2 - 1872*u**3*w**3 + 234*u**3 + 1764*v**4 + 2016*v**2*w**3 - 252*v**2 + 576*w**6 - 144*w**3 + 9,6,11655.0,250,0.1,1
1521*u**6 - 3276*u**3*v**2 - 1872*u**3*w**3 + 234*u**3 + 1764*v**4 + 2016*v**2*w**3 - 252*v**2 + 576*w**6 - 144*w**3 + 9,6,11655.0,500,0.3,1
1521*u**6 - 3276*u**3*v**2 - 1872*u**3*w**3 + 234*u**3 + 1764*v**4 + 2016*v**2*w**3 - 252*v**2 + 576*w**6 - 144*w**3 + 9,6,11655.0,500,0.25,2
1521*u**6 - 3276*u**3*v**2 - 1872*u**3*w**3 + 234*u**3 + 1764*v**4 + 2016*v**2*w**3 - 252*v**2 + 576*w**6 - 144*w**3 + 9,6,11655.0,500,0.15,3
1521*u**6 - 3276*u**3*v**2 - 1872*u**3*w**3 + 234*u**3 + 1764*v**4 + 2016*v**2*w**3 - 252*v**2 + 576*w**6 - 144*w**3 + 9,6,11655.0,500,0.1,2
1521*u**6 - 3276*u**3*v**2 - 1872*u**3*w**3 + 234*u**3 + 1764*v**4 + 2016*v**2*w**3 - 252*v**2 + 576*w**6 - 144*w**3 + 9,6,11655.0,750,0.2,5
1521*u**6 - 3276*u**3*v**2 - 1872*u**3*w**3 + 234*u**3 + 1764*v**4 + 2016*v**2*w**3 - 252*v**2 + 576*w**6 - 144*w**3 + 9,6,11655.0,1000,0.3,3
1521*u**6 - 3276*u**3*v**2 - 1872*u**3*w**3 + 234*u**3 + 1764*v**4 + 2016*v**2*w**3 - 252*v**2 + 576*w**6 - 144*w**3 + 9,6,11655.0,1000,0.2,2
1521*u**6 - 3276*u**3*v**2 - 1872*u**3*w**3 + 234*u**3 + 1764*v**4 + 2016*v**2*w**3 - 252*v**2 + 576*w**6 - 144*w**3 + 9,6,11655.0,1000,0.1,4
256*u**6 - 288*u**3*v**3 - 928*u**3*w**3 + 128*u**3 + 81*v**6 + 522*v**3*w**3 - 72*v**3 + 841*w**6 - 232*w**3 + 16,6,3348.0,250,0.3,1
256*u**6 - 288*u**3*v**3 - 928*u**3*w**3 + 128*u**3 + 81*v**6 + 522*v**3*w**3 - 72*v**3 + 841*w**6 - 232*w**3 + 16,6,3348.0,250,0.25,1
256*u**6 - 288*u**3*v**3 - 928*u**3*w**3 + 128*u**3 + 81*v**6 + 522*v**3*w**3 - 72*v**3 + 841*w**6 - 232*w**3 + 16,6,3348.0,250,0.2,1
256*u**6 - 288*u**3*v**3 - 928*u**3*w**3 + 128*u**3 + 81*v**6 + 522*v**3*w**3 - 72*v**3 + 841*w**6 - 232*w**3 + 16,6,3348.0,250,0.1,1
256*u**6 - 288*u**3*v**3 - 928*u**3*w**3 + 128*u**3 + 81*v**6 + 522*v**3*w**3 - 72*v**3 + 841*w**6 - 232*w**3 + 16,6,3348.0,500,0.25,2
256*u**6 - 288*u**3*v**3 - 928*u**3*w**3 + 128*u**3 + 81*v**6 + 522*v**3*w**3 - 72*v**3 + 841*w**6 - 232*w**3 + 16,6,3348.0,500,0.2,2
256*u**6 - 288*u**3*v**3 - 928*u**3*w**3 + 128*u**3 + 81*v**6 + 522*v**3*w**3 - 72*v**3 + 841*w**6 - 232*w**3 + 16,6,3348.0,500,0.15,1
256*u**6 - 288*u**3*v**3 - 928*u**3*w**3 + 128*u**3 + 81*v**6 + 522*v**3*w**3 - 72*v**3 + 841*w**6 - 232*w**3 + 16,6,3348.0,500,0.1,2
256*u**6 - 288*u**3*v**3 - 928*u**3*w**3 + 128*u**3 + 81*v**6 + 522*v**3*w**3 - 72*v**3 + 841*w**6 - 232*w**3 + 16,6,3348.0,750,0.3,1
256*u**6 - 288*u**3*v**3 - 928*u**3*w**3 + 128*u**3 + 81*v**6 + 522*v**3*w**3 - 72*v**3 + 841*w**6 - 232*w**3 + 16,6,3348.0,750,0.2,1
256*u**6 - 288*u**3*v**3 - 928*u**3*w**3 + 128*u**3 + 81*v**6 + 522*v**3*w**3 - 72*v**3 + 841*w**6 - 232*w**3 + 16,6,3348.0,750,0.15,1
256*u**6 - 288*u**3*v**3 - 928*u**3*w**3 + 128*u**3 + 81*v**6 + 522*v**3*w**3 - 72*v**3 + 841*w**6 - 232*w**3 + 16,6,3348.0,1000,0.25,1
256*u**6 - 288*u**3*v**3 - 928*u**3*w**3 + 128*u**3 + 81*v**6 + 522*v**3*w**3 - 72*v**3 + 841*w**6 - 232*w**3 + 16,6,3348.0,1000,0.2,3
256*u**6 - 288*u**3*v**3 - 928*u**3*w**3 + 128*u**3 + 81*v**6 + 522*v**3*w**3 - 72*v**3 + 841*w**6 - 232*w**3 + 16,6,3348.0,1000,0.15,2
4*u**2 + 34*v**3 - 36*w**2 - 5,3,74.0,250,0.3,98
4*u**2 + 34*v**3 - 36*w**2 - 5,3,74.0,250,0.25,124
4*u**2 + 34*v**3 - 36*w**2 - 5,3,74.0,250,0.2,120
4*u**2 + 34*v**3 - 36*w**2 - 5,3,74.0,250,0.15,139
4*u**2 + 34*v**3 - 36*w**2 - 5,3,74.0,250,0.1,155
4*u**2 + 34*v**3 - 36*w**2 - 5,3,74.0,500,0.25,188
4*u**2 + 34*v**3 - 36*w**2 - 5,3,74.0,500,0.2,189
4*u**2 + 34*v**3 - 36*w**2 - 5,3,74.0,500,0.15,248
4*u**2 + 34*v**3 - 36*w**2 - 5,3,74.0,500,0.1,269
4*u**2 + 34*v**3 - 36*w**2 - 5,3,74.0,750,0.3,268
4*u**2 + 34*v**3 - 36*w**2 - 5,3,74.0,750,0.2,303
4*u**2 + 34*v**3 - 36*w**2 - 5,3,74.0,750,0.15,331
4*u**2 + 34*v**3 - 36*w**2 - 5,3,74.0,750,0.1,396
4*u**2 + 34*v**3 - 36*w**2 - 5,3,74.0,1000,0.3,335
4*u**2 + 34*v**3 - 36*w**2 - 5,3,74.0,1000,0.2,357
4*u**2 + 34*v**3 - 36*w**2 - 5,3,74.0,1000,0.15,408
4*u**2 + 34*v**3 - 36*w**2 - 5,3,74.0,1000,0.1,498
529*u**6 - 1472*u**3*v**2 + 966*u**3*w**3 - 184*u**3 + 1024*v**4 - 1344*v**2*w**3 + 256*v**2 + 441*w**6 - 168*w**3 + 16,6,6384.0,250,0.3,1
529*u**6 - 1472*u**3*v**2 + 966*u**3*w**3 - 184*u**3 + 1024*v**4 - 1344*v**2*w**3 + 256*v**2 + 441*w**6 - 168*w**3 + 16,6,6384.0,250,0.25,2
529*u**6 - 1472*u**3*v**2 + 966*u**3*w**3 - 184*u**3 + 1024*v**4 - 1344*v**2*w**3 + 256*v**2 + 441*w**6 - 168*w**3 + 16,6,6384.0,250,0.2,1
529*u**6 - 1472*u**3*v**2 + 966*u**3*w**3 - 184*u**3 + 1024*v**4 - 1344*v**2*w**3 + 256*v**2 + 441*w**6 - 168*w**3 + 16,6,6384.0,250,0.15,3
529*u**6 - 1472*u**3*v**2 + 966*u**3*w**3 - 184*u**3 + 1024*v**4 - 1344*v**2*w**3 + 256*v**2 + 441*w**6 - 168*w**3 + 16,6,6384.0,250,0.1,1
529*u**6 - 1472*u**3*v**2 + 966*u**3*w**3 - 184*u**3 + 1024*v**4 - 1344*v**2*w**3 + 256*v**2 + 441*w**6 - 168*w**3 + 16,6,6384.0,500,0.3,1
529*u**6 - 1472*u**3*v**2 + 966*u**3*w**3 - 184*u**3 + 1024*v**4 - 1344*v**2*w**3 + 256*v**2 + 441*w**6 - 168*w**3 + 16,6,6384.0,500,0.25,1
529*u**6 - 1472*u**3*v**2 + 966*u**3*w**3 - 184*u**3 + 1024*v**4 - 1344*v**2*w**3 + 256*v**2 + 441*w**6 - 168*w**3 + 16,6,6384.0,500,0.2,3
529*u**6 - 1472*u**3*v**2 + 966*u**3*w**3 - 184*u**3 + 1024*v**4 - 1344*v**2*w**3 + 256*v**2 + 441*w**6 - 168*w**3 + 16,6,6384.0,500,0.1,3
529*u**6 - 1472*u**3*v**2 + 966*u**3*w**3 - 184*u**3 + 1024*v**4 - 1344*v**2*w**3 + 256*v**2 + 441*w**6 - 168*w**3 + 16,6,6384.0,750,0.3,5
529*u**6 - 1472*u**3*v**2 + 966*u**3*w**3 - 184*u**3 + 1024*v**4 - 1344*v**2*w**3 + 256*v**2 + 441*w**6 - 168*w**3 + 16,6,6384.0,750,0.2,3
529*u**6 - 1472*u**3*v**2 + 966*u**3*w**3 - 184*u**3 + 1024*v**4 - 1344*v**2*w**3 + 256*v**2 + 441*w**6 - 168*w**3 + 16,6,6384.0,1000,0.3,2
529*u**6 - 1472*u**3*v**2 + 966*u**3*w**3 - 184*u**3 + 1024*v**4 - 1344*v**2*w**3 + 256*v**2 + 441*w**6 - 168*w**3 + 16,6,6384.0,1000,0.2,1
44*u**3 - 19*v**3 - 49*w**3 + 2,3,112.0,250,0.3,4
44*u**3 - 19*v**3 - 49*w**3 + 2,3,112.0,250,0.25,10
44*u**3 - 19*v**3 - 49*w**3 + 2,3,112.0,250,0.2,11
44*u**3 - 19*v**3 - 49*w**3 + 2,3,112.0,250,0.15,16
44*u**3 - 19*v**3 - 49*w**3 + 2,3,112.0,250,0.1,28
44*u**3 - 19*v**3 - 49*w**3 + 2,3,112.0,500,0.3,8
44*u**3 - 19*v**3 - 49*w**3 + 2,3,112.0,500,0.25,15
44*u**3 - 19*v**3 - 49*w**3 + 2,3,112.0,500,0.2,12
44*u**3 - 19*v**3 - 49*w**3 + 2,3,112.0,500,0.15,26
44*u**3 - 19*v**3 - 49*w**3 + 2,3,112.0,500,0.1,40
44*u**3 - 19*v**3 - 49*w**3 + 2,3,112.0,750,0.3,7
44*u**3 - 19*v**3 - 49*w**3 + 2,3,112.0,750,0.25,19
44*u**3 - 19*v**3 - 49*w**3 + 2,3,112.0,750,0.2,18
44*u**3 - 19*v**3 - 49*w**3 + 2,3,112.0,750,0.15,19
44*u**3 - 19*v**3 - 49*w**3 + 2,3,112.0,750,0.1,56
44*u**3 - 19*v**3 - 49*w**3 + 2,3,112.0,1000,0.3,12
44*u**3 - 19*v**3 - 49*w**3 + 2,3,112.0,1000,0.25,20
44*u**3 - 19*v**3 - 49*w**3 + 2,3,112.0,1000,0.2,23
44*u**3 - 19*v**3 - 49*w**3 + 2,3,112.0,1000,0.15,31
44*u**3 - 19*v**3 - 49*w**3 + 2,3,112.0,1000,0.1,61
-45*u**3 + 5*v**3 - w**2 + 1,3,51.0,250,0.3,11
-45*u**3 + 5*v**3 - w**2 + 1,3,51.0,250,0.25,18
-45*u**3 + 5*v**3 - w**2 + 1,3,51.0,250,0.2,21
-45*u**3 + 5*v**3 - w**2 + 1,3,51.0,250,0.15,28
-45*u**3 + 5*v**3 - w**2 + 1,3,51.0,500,0.3,23
-45*u**3 + 5*v**3 - w**2 + 1,3,51.0,500,0.25,25
-45*u**3 + 5*v**3 - w**2 + 1,3,51.0,500,0.2,38
-45*u**3 + 5*v**3 - w**2 + 1,3,51.0,500,0.15,40
-45*u**3 + 5*v**3 - w**2 + 1,3,51.0,500,0.1,81
-45*u**3 + 5*v**3 - w**2 + 1,3,51.0,750,0.25,33
-45*u**3 + 5*v**3 - w**2 + 1,3,51.0,750,0.2,36
-45*u**3 + 5*v**3 - w**2 + 1,3,51.0,750,0.15,42
-45*u**3 + 5*v**3 - w**2 + 1,3,51.0,750,0.1,76
-45*u**3 + 5*v**3 - w**2 + 1,3,51.0,1000,0.3,40
-45*u**3 + 5*v**3 - w**2 + 1,3,51.0,1000,0.25,38
-45*u**3 + 5*v**3 - w**2 + 1,3,51.0,1000,0.15,51
13*u**3 + 25*v**2 + 18*w**2 + 4,3,56.0,250,0.3,145
13*u**3 + 25*v**2 + 18*w**2 + 4,3,56.0,250,0.25,176
13*u**3 + 25*v**2 + 18*w**2 + 4,3,56.0,250,0.2,195
13*u**3 + 25*v**2 + 18*w**2 + 4,3,56.0,250,0.15,195
13*u**3 + 25*v**2 + 18*w**2 + 4,3,56.0,250,0.1,213
13*u**3 + 25*v**2 + 18*w**2 + 4,3,56.0,500,0.3,285
13*u**3 + 25*v**2 + 18*w**2 + 4,3,56.0,500,0.25,290
13*u**3 + 25*v**2 + 18*w**2 + 4,3,56.0,500,0.2,335
13*u**3 + 25*v**2 + 18*w**2 + 4,3,56.0,500,0.15,369
13*u**3 + 25*v**2 + 18*w**2 + 4,3,56.0,500,0.1,404
13*u**3 + 25*v**2 + 18*w**2 + 4,3,56.0,750,0.3,386
13*u**3 + 25*v**2 + 18*w**2 + 4,3,56.0,750,0.25,406
13*u**3 + 25*v**2 + 18*w**2 + 4,3,56.0,750,0.2,476
13*u**3 + 25*v**2 + 18*w**2 + 4,3,56.0,750,0.15,501
13*u**3 + 25*v**2 + 18*w**2 + 4,3,56.0,750,0.1,568
13*u**3 + 25*v**2 + 18*w**2 + 4,3,56.0,1000,0.3,521
13*u**3 + 25*v**2 + 18*w**2 + 4,3,56.0,1000,0.25,513
13*u**3 + 25*v**2 + 18*w**2 + 4,3,56.0,1000,0.2,557
13*u**3 + 25*v**2 + 18*w**2 + 4,3,56.0,1000,0.15,615
13*u**3 + 25*v**2 + 18*w**2 + 4,3,56.0,1000,0.1,693
14*u**2 - 5*v**3 + 43*w**3 - 1,3,62.0,250,0.3,36
14*u**2 - 5*v**3 + 43*w**3 - 1,3,62.0,250,0.15,55
14*u**2 - 5*v**3 + 43*w**3 - 1,3,62.0,250,0.1,71
14*u**2 - 5*v**3 + 43*w**3 - 1,3,62.0,500,0.3,75
12*u**2 - 32*v**2 - 32*w**3 - 5,3,76.0,250,0.3,93
12*u**2 - 32*v**2 - 32*w**3 - 5,3,76.0,250,0.25,108
12*u**2 - 32*v**2 - 32*w**3 - 5,3,76.0,250,0.2,104
12*u**2 - 32*v**2 - 32*w**3 - 5,3,76.0,250,0.1,149
12*u**2 - 32*v**2 - 32*w**3 - 5,3,76.0,500,0.3,159
12*u**2 - 32*v**2 - 32*w**3 - 5,3,76.0,500,0.2,200
12*u**2 - 32*v**2 - 32*w**3 - 5,3,76.0,500,0.15,218
12*u**2 - 32*v**2 - 32*w**3 - 5,3,76.0,500,0.1,276
12*u**2 - 32*v**2 - 32*w**3 - 5,3,76.0,750,0.3,210
12*u**2 - 32*v**2 - 32*w**3 - 5,3,76.0,750,0.25,236
12*u**2 - 32*v**2 - 32*w**3 - 5,3,76.0,750,0.2,265
12*u**2 - 32*v**2 - 32*w**3 - 5,3,76.0,750,0.15,298
12*u**2 - 32*v**2 - 32*w**3 - 5,3,76.0,750,0.1,358
12*u**2 - 32*v**2 - 32*w**3 - 5,3,76.0,1000,0.3,286
12*u**2 - 32*v**2 - 32*w**3 - 5,3,76.0,1000,0.25,303
12*u**2 - 32*v**2 - 32*w**3 - 5,3,76.0,1000,0.2,327
12*u**2 - 32*v**2 - 32*w**3 - 5,3,76.0,1000,0.15,373
12*u**2 - 32*v**2 - 32*w**3 - 5,3,76.0,1000,0.1,421
144*u**4 - 312*u**2*v**3 + 240*u**2*w**3 - 72*u**2 + 169*v**6 - 260*v**3*w**3 + 78*v**3 + 100*w**6 - 60*w**3 + 9,6,1435.0,250,0.3,2
144*u**4 - 312*u**2*v**3 + 240*u**2*w**3 - 72*u**2 + 169*v**6 - 260*v**3*w**3 + 78*v**3 + 100*w**6 - 60*w**3 + 9,6,1435.0,250,0.25,2
144*u**4 - 312*u**2*v**3 + 240*u**2*w**3 - 72*u**2 + 169*v**6 - 260*v**3*w**3 + 78*v**3 + 100*w**6 - 60*w**3 + 9,6,1435.0,250,0.2,5
144*u**4 - 312*u**2*v**3 + 240*u**2*w**3 - 72*u**2 + 169*v**6 - 260*v**3*w**3 + 78*v**3 + 100*w**6 - 60*w**3 + 9,6,1435.0,250,0.15,1
144*u**4 - 312*u**2*v**3 + 240*u**2*w**3 - 72*u**2 + 169*v**6 - 260*v**3*w**3 + 78*v**3 + 100*w**6 - 60*w**3 + 9,6,1435.0,250,0.1,3
144*u**4 - 312*u**2*v**3 + 240*u**2*w**3 - 72*u**2 + 169*v**6 - 260*v**3*w**3 + 78*v**3 + 100*w**6 - 60*w**3 + 9,6,1435.0,500,0.25,1
144*u**4 - 312*u**2*v**3 + 240*u**2*w**3 - 72*u**2 + 169*v**6 - 260*v**3*w**3 + 78*v**3 + 100*w**6 - 60*w**3 + 9,6,1435.0,500,0.15,2
144*u**4 - 312*u**2*v**3 + 240*u**2*w**3 - 72*u**2 + 169*v**6 - 260*v**3*w**3 + 78*v**3 + 100*w**6 - 60*w**3 + 9,6,1435.0,750,0.3,2
144*u**4 - 312*u**2*v**3 + 240*u**2*w**3 - 72*u**2 + 169*v**6 - 260*v**3*w**3 + 78*v**3 + 100*w**6 - 60*w**3 + 9,6,1435.0,750,0.25,1
144*u**4 - 312*u**2*v**3 + 240*u**2*w**3 - 72*u**2 + 169*v**6 - 260*v**3*w**3 + 78*v**3 + 100*w**6 - 60*w**3 + 9,6,1435.0,750,0.15,2
144*u**4 - 312*u**2*v**3 + 240*u**2*w**3 - 72*u**2 + 169*v**6 - 260*v**3*w**3 + 78*v**3 + 100*w**6 - 60*w**3 + 9,6,1435.0,750,0.1,2
144*u**4 - 312*u**2*v**3 + 240*u**2*w**3 - 72*u**2 + 169*v**6 - 260*v**3*w**3 + 78*v**3 + 100*w**6 - 60*w**3 + 9,6,1435.0,1000,0.3,4
144*u**4 - 312*u**2*v**3 + 240*u**2*w**3 - 72*u**2 + 169*v**6 - 260*v**3*w**3 + 78*v**3 + 100*w**6 - 60*w**3 + 9,6,1435.0,1000,0.25,5
144*u**4 - 312*u**2*v**3 + 240*u**2*w**3 - 72*u**2 + 169*v**6 - 260*v**3*w**3 + 78*v**3 + 100*w**6 - 60*w**3 + 9,6,1435.0,1000,0.2,1
144*u**4 - 312*u**2*v**3 + 240*u**2*w**3 - 72*u**2 + 169*v**6 - 260*v**3*w**3 + 78*v**3 + 100*w**6 - 60*w**3 + 9,6,1435.0,1000,0.15,4
144*u**4 - 312*u**2*v**3 + 240*u**2*w**3 - 72*u**2 + 169*v**6 - 260*v**3*w**3 + 78*v**3 + 100*w**6 - 60*w**3 + 9,6,1435.0,1000,0.1,3
144*u**4 - 840*u**2*v**3 + 744*u**2*w**3 - 24*u**2 + 1225*v**6 - 2170*v**3*w**3 + 70*v**3 + 961*w**6 - 62*w**3 + 1,6,6240.0,250,0.3,1
144*u**4 - 840*u**2*v**3 + 744*u**2*w**3 - 24*u**2 + 1225*v**6 - 2170*v**3*w**3 + 70*v**3 + 961*w**6 - 62*w**3 + 1,6,6240.0,250,0.25,1
144*u**4 - 840*u**2*v**3 + 744*u**2*w**3 - 24*u**2 + 1225*v**6 - 2170*v**3*w**3 + 70*v**3 + 961*w**6 - 62*w**3 + 1,6,6240.0,250,0.2,1
144*u**4 - 840*u**2*v**3 + 744*u**2*w**3 - 24*u**2 + 1225*v**6 - 2170*v**3*w**3 + 70*v**3 + 961*w**6 - 62*w**3 + 1,6,6240.0,250,0.15,1
144*u**4 - 840*u**2*v**3 + 744*u**2*w**3 - 24*u**2 + 1225*v**6 - 2170*v**3*w**3 + 70*v**3 + 961*w**6 - 62*w**3 + 1,6,6240.0,250,0.1,3
144*u**4 - 840*u**2*v**3 + 744*u**2*w**3 - 24*u**2 + 1225*v**6 - 2170*v**3*w**3 + 70*v**3 + 961*w**6 - 62*w**3 + 1,6,6240.0,500,0.25,1
144*u**4 - 840*u**2*v**3 + 744*u**2*w**3 - 24*u**2 + 1225*v**6 - 2170*v**3*w**3 + 70*v**3 + 961*w**6 - 62*w**3 + 1,6,6240.0,500,0.2,3
144*u**4 - 840*u**2*v**3 + 744*u**2*w**3 - 24*u**2 + 1225*v**6 - 2170*v**3*w**3 + 70*v**3 + 961*w**6 - 62*w**3 + 1,6,6240.0,500,0.15,3
144*u**4 - 840*u**2*v**3 + 744*u**2*w**3 - 24*u**2 + 1225*v**6 - 2170*v**3*w**3 + 70*v**3 + 961*w**6 - 62*w**3 + 1,6,6240.0,500,0.1,2
144*u**4 - 840*u**2*v**3 + 744*u**2*w**3 - 24*u**2 + 1225*v**6 - 2170*v**3*w**3 + 70*v**3 + 961*w**6 - 62*w**3 + 1,6,6240.0,750,0.3,2
144*u**4 - 840*u**2*v**3 + 744*u**2*w**3 - 24*u**2 + 1225*v**6 - 2170*v**3*w**3 + 70*v**3 + 961*w**6 - 62*w**3 + 1,6,6240.0,750,0.25,3
144*u**4 - 840*u**2*v**3 + 744*u**2*w**3 - 24*u**2 + 1225*v**6 - 2170*v**3*w**3 + 70*v**3 + 961*w**6 - 62*w**3 + 1,6,6240.0,750,0.2,2
144*u**4 - 840*u**2*v**3 + 744*u**2*w**3 - 24*u**2 + 1225*v**6 - 2170*v**3*w**3 + 70*v**3 + 961*w**6 - 62*w**3 + 1,6,6240.0,750,0.15,2
144*u**4 - 840*u**2*v**3 + 744*u**2*w**3 - 24*u**2 + 1225*v**6 - 2170*v**3*w**3 + 70*v**3 + 961*w**6 - 62*w**3 + 1,6,6240.0,750,0.1,2
144*u**4 - 840*u**2*v**3 + 744*u**2*w**3 - 24*u**2 + 1225*v**6 - 2170*v**3*w**3 + 70*v**3 + 961*w**6 - 62*w**3 + 1,6,6240.0,1000,0.3,4
144*u**4 - 840*u**2*v**3 + 744*u**2*w**3 - 24*u**2 + 1225*v**6 - 2170*v**3*w**3 + 70*v**3 + 961*w**6 - 62*w**3 + 1,6,6240.0,1000,0.2,3
144*u**4 - 840*u**2*v**3 + 744*u**2*w**3 - 24*u**2 + 1225*v**6 - 2170*v**3*w**3 + 70*v**3 + 961*w**6 - 62*w**3 + 1,6,6240.0,1000,0.15,5
144*u**4 - 840*u**2*v**3 + 744*u**2*w**3 - 24*u**2 + 1225*v**6 - 2170*v**3*w**3 + 70*v**3 + 961*w**6 - 62*w**3 + 1,6,6240.0,1000,0.1,3
121*u**6 + 682*u**3*v**3 + 990*u**3*w**2 + 88*u**3 + 961*v**6 + 2790*v**3*w**2 + 248*v**3 + 2025*w**4 + 360*w**2 + 16,6,8265.0,250,0.25,3
121*u**6 + 682*u**3*v**3 + 990*u**3*w**2 + 88*u**3 + 961*v**6 + 2790*v**3*w**2 + 248*v**3 + 2025*w**4 + 360*w**2 + 16,6,8265.0,250,0.2,2
121*u**6 + 682*u**3*v**3 + 990*u**3*w**2 + 88*u**3 + 961*v**6 + 2790*v**3*w**2 + 248*v**3 + 2025*w**4 + 360*w**2 + 16,6,8265.0,250,0.15,3
121*u**6 + 682*u**3*v**3 + 990*u**3*w**2 + 88*u**3 + 961*v**6 + 2790*v**3*w**2 + 248*v**3 + 2025*w**4 + 360*w**2 + 16,6,8265.0,250,0.1,3
121*u**6 + 682*u**3*v**3 + 990*u**3*w**2 + 88*u**3 + 961*v**6 + 2790*v**3*w**2 + 248*v**3 + 2025*w**4 + 360*w**2 + 16,6,8265.0,500,0.15,2
121*u**6 + 682*u**3*v**3 + 990*u**3*w**2 + 88*u**3 + 961*v**6 + 2790*v**3*w**2 + 248*v**3 + 2025*w**4 + 360*w**2 + 16,6,8265.0,500,0.1,8
121*u**6 + 682*u**3*v**3 + 990*u**3*w**2 + 88*u**3 + 961*v**6 + 2790*v**3*w**2 + 248*v**3 + 2025*w**4 + 360*w**2 + 16,6,8265.0,750,0.3,2
121*u**6 + 682*u**3*v**3 + 990*u**3*w**2 + 88*u**3 + 961*v**6 + 2790*v**3*w**2 + 248*v**3 + 2025*w**4 + 360*w**2 + 16,6,8265.0,750,0.25,5
121*u**6 + 682*u**3*v**3 + 990*u**3*w**2 + 88*u**3 + 961*v**6 + 2790*v**3*w**2 + 248*v**3 + 2025*w**4 + 360*w**2 + 16,6,8265.0,750,0.2,2
121*u**6 + 682*u**3*v**3 + 990*u**3*w**2 + 88*u**3 + 961*v**6 + 2790*v**3*w**2 + 248*v**3 + 2025*w**4 + 360*w**2 + 16,6,8265.0,750,0.1,6
121*u**6 + 682*u**3*v**3 + 990*u**3*w**2 + 88*u**3 + 961*v**6 + 2790*v**3*w**2 + 248*v**3 + 2025*w**4 + 360*w**2 + 16,6,8265.0,1000,0.2,2
121*u**6 + 682*u**3*v**3 + 990*u**3*w**2 + 88*u**3 + 961*v**6 + 2790*v**3*w**2 + 248*v**3 + 2025*w**4 + 360*w**2 + 16,6,8265.0,1000,0.1,1
-27*u**3 + 28*v**2 - 6*w**3 - 1,3,61.0,250,0.25,60
-27*u**3 + 28*v**2 - 6*w**3 - 1,3,61.0,500,0.2,115
-27*u**3 + 28*v**2 - 6*w**3 - 1,3,61.0,500,0.15,118
-27*u**3 + 28*v**2 - 6*w**3 - 1,3,61.0,750,0.2,156
-27*u**3 + 28*v**2 - 6*w**3 - 1,3,61.0,750,0.1,187
39*u**2 - 47*v**3 - 31*w**2 + 2,3,117.0,250,0.25,88
39*u**2 - 47*v**3 - 31*w**2 + 2,3,117.0,250,0.2,83
39*u**2 - 47*v**3 - 31*w**2 + 2,3,117.0,500,0.25,150
39*u**2 - 47*v**3 - 31*w**2 + 2,3,117.0,500,0.15,171
-48*u**3 - 8*v**3 + 21*w**2 + 5,3,77.0,250,0.3,90
-48*u**3 - 8*v**3 + 21*w**2 + 5,3,77.0,250,0.25,77
-48*u**3 - 8*v**3 + 21*w**2 + 5,3,77.0,250,0.2,102
-48*u**3 - 8*v**3 + 21*w**2 + 5,3,77.0,250,0.15,100
-48*u**3 - 8*v**3 + 21*w**2 + 5,3,77.0,250,0.1,139
-48*u**3 - 8*v**3 + 21*w**2 + 5,3,77.0,500,0.3,125
-48*u**3 - 8*v**3 + 21*w**2 + 5,3,77.0,500,0.25,138
-48*u**3 - 8*v**3 + 21*w**2 + 5,3,77.0,500,0.2,144
-48*u**3 - 8*v**3 + 21*w**2 + 5,3,77.0,500,0.15,195
-48*u**3 - 8*v**3 + 21*w**2 + 5,3,77.0,500,0.1,231
-48*u**3 - 8*v**3 + 21*w**2 + 5,3,77.0,750,0.3,155
-48*u**3 - 8*v**3 + 21*w**2 + 5,3,77.0,750,0.25,180
-48*u**3 - 8*v**3 + 21*w**2 + 5,3,77.0,750,0.2,226
-48*u**3 - 8*v**3 + 21*w**2 + 5,3,77.0,750,0.15,272
-48*u**3 - 8*v**3 + 21*w**2 + 5,3,77.0,1000,0.3,201
-48*u**3 - 8*v**3 + 21*w**2 + 5,3,77.0,1000,0.25,236
-48*u**3 - 8*v**3 + 21*w**2 + 5,3,77.0,1000,0.2,262
-48*u**3 - 8*v**3 + 21*w**2 + 5,3,77.0,1000,0.1,380
